storm_id,storm_name,year,timestamp_utc,raw_timestamp,latitude,longitude,intensity_knots,max_sustained_wind_ms,max_sustained_wind_kmh,central_pressure_hpa,cyclone_category,storm_nature,track_type,file_path,image_shape,image_exists,dataset_origin,data_maturity_flag,quality_flag
2006262N19069,MUKDA,2006,2006-09-19 06:00:00 UTC,2006-09-19T05:59:59.999959808,19.4,68.7,20.0,10.29,37.04,1004.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2006262N19069_MUKDA_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006262N19069,MUKDA,2006,2006-09-19 09:00:00 UTC,2006-09-19T08:59:59.999959808,19.4,68.5,20.0,10.29,37.04,1002.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2006262N19069_MUKDA_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006264N23087,NIO_2006264N23,2006,2006-09-21 06:00:00 UTC,2006-09-21T05:59:59.999959808,23.0,86.5,25.0,12.86,46.3,996.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2006264N23087_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006264N23087,NIO_2006264N23,2006,2006-09-21 09:00:00 UTC,2006-09-21T08:59:59.999959808,23.0,86.5,25.0,12.86,46.3,996.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2006264N23087_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006271N18089,NIO_2006271N18,2006,2006-09-28 00:00:00 UTC,2006-09-27T23:59:59.999959808,17.7,89.4,20.0,10.29,37.04,1004.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2006271N18089_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006271N18089,NIO_2006271N18,2006,2006-09-28 03:00:00 UTC,2006-09-28T02:59:59.999959808,17.8,89.0,25.0,12.86,46.3,1002.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2006271N18089_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006300N07078,NIO_2006300N07,2006,2006-10-27 06:00:00 UTC,2006-10-27T05:59:59.999959808,7.4,78.1,15.0,7.72,27.78,1006.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2006300N07078_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2006300N07078,NIO_2006300N07,2006,2006-10-27 09:00:00 UTC,2006-10-27T08:59:59.999959808,8.0,78.2,15.0,7.72,27.78,1006.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2006300N07078_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2007133N15091,AKASH,2007,2007-05-13 00:00:00 UTC,2007-05-12T23:59:59.999959808,14.8,90.7,25.0,12.86,46.3,1000.0,Depression / Low,MX,main,tensors/hursat/hursat_genesis_2007133N15091_AKASH_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2007133N15091,AKASH,2007,2007-05-13 03:00:00 UTC,2007-05-13T02:59:59.999959808,14.9,90.8,25.0,12.86,46.3,1001.0,Depression / Low,MX,main,tensors/hursat/hursat_genesis_2007133N15091_AKASH_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2007151N14072,GONU,2007,2007-05-31 06:00:00 UTC,2007-05-31T05:59:59.999959808,13.7,71.6,15.0,7.72,27.78,1006.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2007151N14072_GONU_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2007151N14072,GONU,2007,2007-05-31 09:00:00 UTC,2007-05-31T08:59:59.999959808,13.9,71.7,15.0,7.72,27.78,1006.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2007151N14072_GONU_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2007172N15088,NIO_2007172N15,2007,2007-06-20 18:00:00 UTC,2007-06-20T17:59:59.999959808,14.5,88.4,25.0,12.86,46.3,1004.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2007172N15088_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2007172N15088,NIO_2007172N15,2007,2007-06-20 21:00:00 UTC,2007-06-20T20:59:59.999959808,15.0,87.8,28.0,14.4,51.86,1000.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2007172N15088_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2007178N18089,NIO_2007178N18,2007,2007-06-27 00:00:00 UTC,2007-06-26T23:59:59.999959808,18.1,89.3,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2007178N18089_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2007178N18089,NIO_2007178N18,2007,2007-06-27 03:00:00 UTC,2007-06-27T02:59:59.999959808,17.8,89.0,25.0,12.86,46.3,1003.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2007178N18089_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2007300N11068,NIO_2007300N11,2007,2007-10-27 06:00:00 UTC,2007-10-27T05:59:59.999959808,11.2,68.2,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2007300N11068_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2007300N11068,NIO_2007300N11,2007,2007-10-27 09:00:00 UTC,2007-10-27T08:59:59.999959808,11.2,68.0,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2007300N11068_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2007314N10093,SIDR,2007,2007-11-10 06:00:00 UTC,2007-11-10T05:59:59.999959808,9.6,93.2,15.0,7.72,27.78,1010.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2007314N10093_SIDR_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2007314N10093,SIDR,2007,2007-11-10 09:00:00 UTC,2007-11-10T08:59:59.999959808,9.7,93.1,18.0,9.26,33.34,1008.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2007314N10093_SIDR_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2008117N11090,NARGIS,2008,2008-04-25 12:00:00 UTC,2008-04-25T11:59:59.999959808,10.5,90.3,20.0,10.29,37.04,1007.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2008117N11090_NARGIS_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2008117N11090,NARGIS,2008,2008-04-25 15:00:00 UTC,2008-04-25T14:59:59.999959808,10.7,89.9,20.0,10.29,37.04,1007.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2008117N11090_NARGIS_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2008157N16066,NIO_2008157N16,2008,2008-06-05 00:00:00 UTC,2008-06-04T23:59:59.999959808,15.5,66.0,25.0,12.86,46.3,1000.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2008157N16066_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2008157N16066,NIO_2008157N16,2008,2008-06-05 03:00:00 UTC,2008-06-05T02:59:59.999959808,16.0,66.0,25.0,12.86,46.3,1000.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2008157N16066_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2008168N22090,NIO_2008168N22,2008,2008-06-16 06:00:00 UTC,2008-06-16T05:59:59.999959808,21.4,89.7,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2008168N21090_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2008168N22090,NIO_2008168N22,2008,2008-06-16 09:00:00 UTC,2008-06-16T08:59:59.999959808,21.5,89.5,25.0,12.86,46.3,988.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2008168N21090_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2008223N20086,NIO_2008223N20,2008,2008-08-09 12:00:00 UTC,2008-08-09T11:59:59.999959808,20.0,86.0,25.0,12.86,46.3,988.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2008223N20086_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2008223N20086,NIO_2008223N20,2008,2008-08-09 15:00:00 UTC,2008-08-09T14:59:59.999959808,20.3,85.9,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2008223N20086_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2008259N20089,NIO_2008259N20,2008,2008-09-15 06:00:00 UTC,2008-09-15T05:59:59.999959808,19.7,88.8,20.0,10.29,37.04,1007.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2008259N20089_TWO_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2008259N20089,NIO_2008259N20,2008,2008-09-15 09:00:00 UTC,2008-09-15T08:59:59.999959808,19.6,88.7,23.0,11.83,42.6,1006.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2008259N20089_TWO_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2008293N09060,NIO_2008293N09,2008,2008-10-19 12:00:00 UTC,2008-10-19T11:59:59.999959808,9.0,59.5,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2008294N09060_THREE_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2008293N09060,NIO_2008293N09,2008,2008-10-19 15:00:00 UTC,2008-10-19T14:59:59.999959808,9.1,59.0,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2008294N09060_THREE_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2008298N16085,RASHMI,2008,2008-10-24 06:00:00 UTC,2008-10-24T05:59:59.999959808,16.0,85.0,15.0,7.72,27.78,1010.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2008298N16085_RASHMI_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2008298N16085,RASHMI,2008,2008-10-24 09:00:00 UTC,2008-10-24T08:59:59.999959808,16.0,85.2,18.0,9.26,33.34,1009.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2008298N16085_RASHMI_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2008329N09082,NISHA,2008,2008-11-24 06:00:00 UTC,2008-11-24T05:59:59.999959808,8.7,81.8,15.0,7.72,27.78,1010.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2008329N09082_NISHA_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2008329N09082,NISHA,2008,2008-11-24 09:00:00 UTC,2008-11-24T08:59:59.999959808,8.8,81.5,15.0,7.72,27.78,1010.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2008329N09082_NISHA_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2008338N06092,NIO_2008338N06,2008,2008-12-03 00:00:00 UTC,2008-12-02T23:59:59.999959808,5.8,91.5,20.0,10.29,37.04,1007.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2008338N06092_SEVEN_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2008338N06092,NIO_2008338N06,2008,2008-12-03 03:00:00 UTC,2008-12-03T02:59:59.999959808,5.9,91.4,20.0,10.29,37.04,1007.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2008338N06092_SEVEN_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2009104N13088,BIJLI,2009,2009-04-14 00:00:00 UTC,2009-04-13T23:59:59.999959808,12.6,87.7,25.0,12.86,46.3,1004.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2009104N13088_BIJLI_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2009104N13088,BIJLI,2009,2009-04-14 03:00:00 UTC,2009-04-14T02:59:59.999959808,12.7,87.9,28.0,14.4,51.86,1002.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2009104N13088_BIJLI_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2009143N17089,AILA,2009,2009-05-22 18:00:00 UTC,2009-05-22T17:59:59.999959808,16.9,88.8,25.0,12.86,46.3,1004.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2009143N17089_AILA_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2009143N17089,AILA,2009,2009-05-22 21:00:00 UTC,2009-05-22T20:59:59.999959808,16.7,88.8,25.0,12.86,46.3,1004.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2009143N17089_AILA_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2009174N18072,NIO_2009174N18,2009,2009-06-23 00:00:00 UTC,2009-06-22T23:59:59.999959808,18.0,71.5,25.0,12.86,46.3,998.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2009174N18072_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2009174N18072,NIO_2009174N18,2009,2009-06-23 03:00:00 UTC,2009-06-23T02:59:59.999959808,19.0,71.5,25.0,12.86,46.3,1000.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2009174N18072_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2009176N23069,NIO_2009176N23,2009,2009-06-25 12:00:00 UTC,2009-06-25T11:59:59.999959808,22.5,68.5,25.0,12.86,46.3,996.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2009177N23069_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2009176N23069,NIO_2009176N23,2009,2009-06-25 15:00:00 UTC,2009-06-25T14:59:59.999959808,22.8,68.5,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2009177N23069_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2009201N21089,NIO_2009201N21,2009,2009-07-20 06:00:00 UTC,2009-07-20T05:59:59.999959808,21.0,88.5,25.0,12.86,46.3,992.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2009201N21089_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2009201N21089,NIO_2009201N21,2009,2009-07-20 09:00:00 UTC,2009-07-20T08:59:59.999959808,21.0,88.3,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2009201N21089_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2009247N19089,NIO_2009247N19,2009,2009-09-03 18:00:00 UTC,2009-09-03T17:59:59.999959808,19.4,88.8,15.0,7.72,27.78,1010.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2009247N19089_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2009247N19089,NIO_2009247N19,2009,2009-09-03 21:00:00 UTC,2009-09-03T20:59:59.999959808,19.5,88.6,18.0,9.26,33.34,1009.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2009247N19089_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2009313N11072,PHYAN,2009,2009-11-09 06:00:00 UTC,2009-11-09T05:59:59.999959808,11.6,71.4,20.0,10.29,37.04,1007.0,Depression / Low,MX,main,tensors/hursat/hursat_genesis_2009313N12071_PHYAN_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2009313N11072,PHYAN,2009,2009-11-09 09:00:00 UTC,2009-11-09T08:59:59.999959808,11.9,71.2,25.0,12.86,46.3,1004.0,Depression / Low,MX,main,tensors/hursat/hursat_genesis_2009313N12071_PHYAN_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2009344N06085,WARD,2009,2009-12-10 12:00:00 UTC,2009-12-10T11:59:59.999959808,6.5,85.0,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2009345N07085_WARD_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2009344N06085,WARD,2009,2009-12-10 15:00:00 UTC,2009-12-10T14:59:59.999959808,6.5,85.0,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2009345N07085_WARD_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2010136N09057,BANDU,2010,2010-05-15 12:00:00 UTC,2010-05-15T11:59:59.999959808,9.3,56.5,15.0,7.72,27.78,1010.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2010136N09057_BANDU_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2010136N09057,BANDU,2010,2010-05-15 15:00:00 UTC,2010-05-15T14:59:59.999959808,9.3,56.8,15.0,7.72,27.78,1010.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2010136N09057_BANDU_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2010137N10090,LAILA,2010,2010-05-16 18:00:00 UTC,2010-05-16T17:59:59.999959808,9.8,90.4,15.0,7.72,27.78,1010.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2010137N10090_LAILA_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2010137N10090,LAILA,2010,2010-05-16 21:00:00 UTC,2010-05-16T20:59:59.999959808,10.2,90.1,18.0,9.26,33.34,1009.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2010137N10090_LAILA_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2002126N09068,NIO_2002126N09,2002,2002-05-05 18:00:00 UTC,2002-05-05T17:59:59.999959808,8.6,67.7,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2002126N09068_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2002126N09068,NIO_2002126N09,2002,2002-05-05 21:00:00 UTC,2002-05-05T20:59:59.999959808,8.6,67.5,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2002126N09068_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2002129N08096,NIO_2002129N08,2002,2002-05-09 06:00:00 UTC,2002-05-09T05:59:59.999959808,8.4,95.5,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2002129N08096_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2002129N08096,NIO_2002129N08,2002,2002-05-09 09:00:00 UTC,2002-05-09T08:59:59.999959808,8.7,95.3,28.0,14.4,51.86,1001.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2002129N08096_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2002295N14082,NIO_2002295N14,2002,2002-10-22 12:00:00 UTC,2002-10-22T11:59:59.999959808,13.5,81.5,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2002296N14082_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2002295N14082,NIO_2002295N14,2002,2002-10-22 15:00:00 UTC,2002-10-22T14:59:59.999959808,13.7,81.5,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2002296N14082_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2002314N12083,NIO_2002314N12,2002,2002-11-09 18:00:00 UTC,2002-11-09T17:59:59.999959808,11.7,82.5,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2002314N12083_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2002314N12083,NIO_2002314N12,2002,2002-11-09 21:00:00 UTC,2002-11-09T20:59:59.999959808,11.8,82.5,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2002314N12083_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004136N15090,NIO_2004136N15,2004,2004-05-14 18:00:00 UTC,2004-05-14T17:59:59.999959808,14.8,89.7,15.0,7.72,27.78,1006.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2004136N15090_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004136N15090,NIO_2004136N15,2004,2004-05-14 21:00:00 UTC,2004-05-14T20:59:59.999959808,14.9,90.0,15.0,7.72,27.78,1006.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2004136N15090_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004162N18068,NIO_2004162N18,2004,2004-06-10 06:00:00 UTC,2004-06-10T05:59:59.999959808,17.5,67.5,25.0,12.86,46.3,996.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2004162N18068_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004162N18068,NIO_2004162N18,2004,2004-06-10 09:00:00 UTC,2004-06-10T08:59:59.999959808,17.5,66.5,30.0,15.43,55.56,996.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2004162N18068_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004163N15090,NIO_2004163N15,2004,2004-06-11 06:00:00 UTC,2004-06-11T05:59:59.999959808,15.5,90.0,25.0,12.86,46.3,998.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2004163N16090_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004163N15090,NIO_2004163N15,2004,2004-06-11 09:00:00 UTC,2004-06-11T08:59:59.999959808,15.5,89.5,25.0,12.86,46.3,998.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2004163N16090_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004256N23089,NIO_2004256N23,2004,2004-09-12 06:00:00 UTC,2004-09-12T05:59:59.999959808,22.7,88.5,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2004256N23089_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004256N23089,NIO_2004256N23,2004,2004-09-12 09:00:00 UTC,2004-09-12T08:59:59.999959808,22.9,88.5,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2004256N23089_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004274N16069,NIO_2004274N16,2004,2004-09-30 06:00:00 UTC,2004-09-30T05:59:59.999959808,16.3,69.0,20.0,10.29,37.04,1004.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2004274N16069_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2004274N16069,NIO_2004274N16,2004,2004-09-30 09:00:00 UTC,2004-09-30T08:59:59.999959808,16.5,68.8,20.0,10.29,37.04,1004.0,Depression / Low,MX,main,tensors/hursat/hursat_genesis_2004274N16069_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005012N04090,NIO_2005012N04,2005,2005-01-11 18:00:00 UTC,2005-01-11T17:59:59.999959808,4.0,89.8,20.0,10.29,37.04,1004.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2005012N04090_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005012N04090,NIO_2005012N04,2005,2005-01-11 21:00:00 UTC,2005-01-11T20:59:59.999959808,4.2,89.9,20.0,10.29,37.04,1004.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2005012N04090_MISSING_2.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005210N21088,NIO_2005210N21,2005,2005-07-29 06:00:00 UTC,2005-07-29T05:59:59.999959808,21.5,87.5,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2005210N22087_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005210N21088,NIO_2005210N21,2005,2005-07-29 09:00:00 UTC,2005-07-29T08:59:59.999959808,21.5,87.5,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2005210N22087_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005255N20088,NIO_2005255N20,2005,2005-09-12 06:00:00 UTC,2005-09-12T05:59:59.999959808,20.4,86.8,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2005255N20087_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005255N20088,NIO_2005255N20,2005,2005-09-12 09:00:00 UTC,2005-09-12T08:59:59.999959808,20.7,85.8,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2005255N20087_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005257N20069,NIO_2005257N20,2005,2005-09-14 06:00:00 UTC,2005-09-14T05:59:59.999959808,20.2,68.3,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2005257N20068_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005260N20091,NIO_2005260N20,2005,2005-09-17 06:00:00 UTC,2005-09-17T05:59:59.999959808,20.2,90.4,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2005260N20090_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005260N20091,NIO_2005260N20,2005,2005-09-17 09:00:00 UTC,2005-09-17T08:59:59.999959808,20.3,90.3,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2005260N20090_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005338N09093,FANOOS,2005,2005-12-04 06:00:00 UTC,2005-12-04T05:59:59.999959808,8.7,93.0,20.0,10.29,37.04,1004.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2005338N09093_FANOOS_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2005338N09093,FANOOS,2005,2005-12-04 09:00:00 UTC,2005-12-04T08:59:59.999959808,8.9,92.7,20.0,10.29,37.04,1004.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2005338N09093_FANOOS_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2010151N14065,PHET,2010,2010-05-30 12:00:00 UTC,2010-05-30T11:59:59.999959808,14.4,65.0,15.0,7.72,27.78,1010.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2010151N14065_PHET_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2010151N14065,PHET,2010,2010-05-30 15:00:00 UTC,2010-05-30T14:59:59.999959808,14.5,64.9,18.0,9.26,33.34,1008.0,Depression / Low,DS,main,tensors/hursat/hursat_genesis_2010151N14065_PHET_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2010280N17085,NIO_2010280N17,2010,2010-10-07 06:00:00 UTC,2010-10-07T05:59:59.999959808,17.5,84.5,25.0,12.86,46.3,998.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2010280N18085_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2010280N17085,NIO_2010280N17,2010,2010-10-07 09:00:00 UTC,2010-10-07T08:59:59.999959808,18.1,84.7,25.0,12.86,46.3,1004.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2010280N18085_MISSING_3.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
2010286N18090,NIO_2010286N18,2010,2010-10-13 06:00:00 UTC,2010-10-13T05:59:59.999959808,17.5,90.0,25.0,12.86,46.3,1002.0,Depression / Low,TS,main,tensors/hursat/hursat_genesis_2010286N18090_MISSING_0.npy,128x128,True,HURSAT-B1 v06,FINAL,VALID
